02108,08:55:18.0000000,2011-08-21,2011-08-20,5,73,Fair,
02108,08:55:18.0000000,2011-08-21,2011-08-20,8,70,Mostly Cloudy,
02108,08:55:18.0000000,2011-08-21,2011-08-20,11,74,Fair,
02108,08:55:18.0000000,2011-08-21,2011-08-20,14,78,Fair,
02108,08:55:18.0000000,2011-08-21,2011-08-20,17,78,Partly Cloudy,
02108,08:55:18.0000000,2011-08-21,2011-08-20,20,75,Fair,
02108,08:55:18.0000000,2011-08-21,2011-08-20,23,71,Mostly Cloudy,
02108,15:04:48.0000000,2011-08-22,2011-08-21,2,67,Partly Cloudy,
02108,15:04:48.0000000,2011-08-22,2011-08-21,5,65,Fair,
02108,15:04:48.0000000,2011-08-22,2011-08-21,8,67,Fair,
02108,15:04:48.0000000,2011-08-22,2011-08-21,11,74,Fair,
02108,15:04:48.0000000,2011-08-22,2011-08-21,14,76,Partly Cloudy,
02108,15:04:48.0000000,2011-08-22,2011-08-21,17,77,Mostly Cloudy,
02108,15:04:48.0000000,2011-08-22,2011-08-21,20,75,Fair,
02108,15:04:48.0000000,2011-08-22,2011-08-21,23,70,Clear,
02108,20:22:53.0000000,2011-08-23,2011-08-22,2,66,Fair,
02108,20:22:53.0000000,2011-08-23,2011-08-22,5,65,Partly Cloudy,
02108,20:22:53.0000000,2011-08-23,2011-08-22,8,69,Fair,
02108,20:22:53.0000000,2011-08-23,2011-08-22,11,78,Mostly Cloudy,
02108,20:22:53.0000000,2011-08-23,2011-08-22,14,79,Cloudy,
02108,20:22:53.0000000,2011-08-23,2011-08-22,17,79,Mostly Cloudy,
02108,20:22:53.0000000,2011-08-23,2011-08-22,20,72,Clear,
02108,20:22:53.0000000,2011-08-23,2011-08-22,23,69,Clear,
02108,07:28:18.0000000,2011-08-24,2011-08-23,2,70,Fair,
02108,07:28:18.0000000,2011-08-24,2011-08-23,5,70,Fair,
02108,07:28:18.0000000,2011-08-24,2011-08-23,8,74,Partly Cloudy,
02108,07:28:18.0000000,2011-08-24,2011-08-23,11,82,Mostly Cloudy,
02108,07:28:18.0000000,2011-08-24,2011-08-23,14,85,Mostly Cloudy and Windy,
02108,07:28:18.0000000,2011-08-24,2011-08-23,17,82,Mostly Cloudy,
02108,07:28:18.0000000,2011-08-24,2011-08-23,20,79,Mostly Cloudy,
02108,07:28:18.0000000,2011-08-24,2011-08-23,23,79,Thunder in the Vicinity,
02108,09:54:36.0000000,2011-08-25,2011-08-24,2,72,Mostly Cloudy,
02108,09:54:36.0000000,2011-08-25,2011-08-24,5,70,Partly Cloudy,
02108,09:54:36.0000000,2011-08-25,2011-08-24,8,73,Sunny,
02108,09:54:36.0000000,2011-08-25,2011-08-24,11,80,Fair,
02108,09:54:36.0000000,2011-08-25,2011-08-24,14,81,Fair,
02108,09:54:36.0000000,2011-08-25,2011-08-24,17,80,Partly Cloudy,
02108,09:54:36.0000000,2011-08-25,2011-08-24,20,73,Partly Cloudy,
02108,09:54:36.0000000,2011-08-25,2011-08-24,23,72,Partly Cloudy,
02108,05:28:08.0000000,2011-08-26,2011-08-25,2,74,Mostly Cloudy,
02108,05:28:08.0000000,2011-08-26,2011-08-25,8,72,Mostly Cloudy,
02108,05:28:08.0000000,2011-08-26,2011-08-25,14,75,Light Rain,
02108,05:28:08.0000000,2011-08-26,2011-08-25,20,72,Light Rain,
02108,08:40:22.0000000,2011-08-27,2011-08-26,2,69,Light Rain and Fog,
02108,08:40:22.0000000,2011-08-27,2011-08-26,8,72,Light Rain and Windy,
02108,08:40:22.0000000,2011-08-27,2011-08-26,14,74,Light Rain and Windy,
02108,08:40:22.0000000,2011-08-27,2011-08-26,20,70,Light Rain and Windy,
02108,09:10:16.0000000,2011-08-28,2011-08-27,2,61,61,
02108,09:10:16.0000000,2011-08-28,2011-08-27,5,59,59,
02108,09:10:16.0000000,2011-08-28,2011-08-27,8,65,65,
02108,09:10:16.0000000,2011-08-28,2011-08-27,11,79,79,
02108,09:10:16.0000000,2011-08-28,2011-08-27,14,81,81,
02108,09:10:16.0000000,2011-08-28,2011-08-27,17,79,79,
02108,09:10:16.0000000,2011-08-28,2011-08-27,20,72,72,
02108,09:10:16.0000000,2011-08-28,2011-08-27,23,65,65,
02108,07:57:13.0000000,2011-08-29,2011-08-28,2,66,Partly Cloudy,
02108,07:57:13.0000000,2011-08-29,2011-08-28,5,63,Partly Cloudy,
02108,07:57:13.0000000,2011-08-29,2011-08-28,8,66,Partly Cloudy,
02108,07:57:13.0000000,2011-08-29,2011-08-28,11,72,Partly Cloudy,
02108,07:57:13.0000000,2011-08-29,2011-08-28,14,73,Partly Cloudy,
02108,07:57:13.0000000,2011-08-29,2011-08-28,17,74,Partly Cloudy,
02108,07:57:13.0000000,2011-08-29,2011-08-28,20,71,Partly Cloudy,
02108,07:57:13.0000000,2011-08-29,2011-08-28,23,69,Partly Cloudy,
02108,06:32:15.0000000,2011-08-30,2011-08-29,2,67,Fair,
02108,06:32:15.0000000,2011-08-30,2011-08-29,5,64,Partly Cloudy,
02108,06:32:15.0000000,2011-08-30,2011-08-29,8,71,Fair,
02108,06:32:15.0000000,2011-08-30,2011-08-29,11,80,Partly Cloudy,
02108,06:32:15.0000000,2011-08-30,2011-08-29,14,77,Partly Cloudy,
02108,06:32:15.0000000,2011-08-30,2011-08-29,17,71,Partly Cloudy,
02108,06:32:15.0000000,2011-08-30,2011-08-29,20,67,Mostly Cloudy,
02108,06:32:15.0000000,2011-08-30,2011-08-29,23,65,Mostly Cloudy,
02108,06:25:29.0000000,2011-08-31,2011-08-30,2,64,Partly Cloudy,
02108,06:25:29.0000000,2011-08-31,2011-08-30,5,63,Mostly Cloudy,
02108,06:25:29.0000000,2011-08-31,2011-08-30,8,65,Mostly Cloudy,
02108,06:25:29.0000000,2011-08-31,2011-08-30,11,69,Sunny,
02108,06:25:29.0000000,2011-08-31,2011-08-30,14,71,Fair,
02108,06:25:29.0000000,2011-08-31,2011-08-30,17,67,Mostly Cloudy,
02108,06:25:29.0000000,2011-08-31,2011-08-30,20,64,Mostly Cloudy,
02108,06:25:29.0000000,2011-08-31,2011-08-30,23,63,Mostly Cloudy,
02108,08:51:28.0000000,2011-09-01,2011-08-31,2,61,Mostly Cloudy,
02108,08:51:28.0000000,2011-09-01,2011-08-31,5,62,Mostly Cloudy,
02108,08:51:28.0000000,2011-09-01,2011-08-31,8,64,Mostly Cloudy,
02108,08:51:28.0000000,2011-09-01,2011-08-31,11,67,Fair,
02108,08:51:28.0000000,2011-09-01,2011-08-31,14,67,Fair,
02108,08:51:28.0000000,2011-09-01,2011-08-31,17,65,Fair,
02108,08:51:28.0000000,2011-09-01,2011-08-31,20,62,Fair,
02108,08:51:28.0000000,2011-09-01,2011-08-31,23,61,Fair,
02108,08:46:05.0000000,2011-09-02,2011-09-01,2,61,Clear,
02108,08:46:05.0000000,2011-09-02,2011-09-01,5,62,Clear,
02108,08:46:05.0000000,2011-09-02,2011-09-01,8,66,Partly Cloudy,
02108,08:46:05.0000000,2011-09-02,2011-09-01,11,77,Partly Cloudy,
02108,08:46:05.0000000,2011-09-02,2011-09-01,14,83,Mostly Cloudy,
02108,08:46:05.0000000,2011-09-02,2011-09-01,17,85,Partly Cloudy,
02108,08:46:05.0000000,2011-09-02,2011-09-01,20,75,Fair,
02108,08:46:05.0000000,2011-09-02,2011-09-01,23,73,Clear,
02108,08:03:25.0000000,2011-09-03,2011-09-02,2,70,Partly Cloudy,
02108,08:03:25.0000000,2011-09-03,2011-09-02,5,69,Fair,
02108,08:03:25.0000000,2011-09-03,2011-09-02,8,71,Mostly Cloudy,
02108,08:03:25.0000000,2011-09-03,2011-09-02,11,78,Partly Cloudy,
02108,08:03:25.0000000,2011-09-03,2011-09-02,14,84,Cloudy,
02108,08:03:25.0000000,2011-09-03,2011-09-02,17,82,Partly Cloudy,
02108,08:03:25.0000000,2011-09-03,2011-09-02,20,76,Mostly Cloudy,
02108,08:03:25.0000000,2011-09-03,2011-09-02,23,73,Cloudy,
02108,09:15:16.0000000,2011-09-04,2011-09-03,2,71,Partly Cloudy,
02108,09:15:16.0000000,2011-09-04,2011-09-03,5,70,Fair,
02108,09:15:16.0000000,2011-09-04,2011-09-03,8,71,Partly Cloudy,
02108,09:15:16.0000000,2011-09-04,2011-09-03,11,82,Mostly Cloudy,
02108,09:15:16.0000000,2011-09-04,2011-09-03,14,86,Mostly Cloudy,
02108,09:15:16.0000000,2011-09-04,2011-09-03,17,80,Cloudy,
02108,09:15:16.0000000,2011-09-04,2011-09-03,20,76,Cloudy,
02108,09:15:16.0000000,2011-09-04,2011-09-03,23,74,Mostly Cloudy,
02108,07:25:44.0000000,2011-09-05,2011-09-04,2,74,Mostly Cloudy,
02108,08:00:24.0000000,2011-09-27,2011-09-26,2,65,Mostly Cloudy,
02108,08:00:24.0000000,2011-09-27,2011-09-26,5,64,Mostly Cloudy,
02108,08:00:24.0000000,2011-09-27,2011-09-26,8,65,Partly Cloudy,
02108,08:00:24.0000000,2011-09-27,2011-09-26,11,69,Partly Cloudy,
02108,08:00:24.0000000,2011-09-27,2011-09-26,14,70,Partly Cloudy,
02108,08:00:24.0000000,2011-09-27,2011-09-26,17,67,Partly Cloudy,
02108,08:00:24.0000000,2011-09-27,2011-09-26,20,65,Cloudy,
02108,08:00:24.0000000,2011-09-27,2011-09-26,23,63,Cloudy,
02108,07:29:42.0000000,2011-09-28,2011-09-27,2,64,Cloudy,
02108,07:29:42.0000000,2011-09-28,2011-09-27,5,64,Cloudy,
02108,07:29:42.0000000,2011-09-28,2011-09-27,8,66,Cloudy,
02108,07:29:42.0000000,2011-09-28,2011-09-27,11,65,Fog,
02108,07:29:42.0000000,2011-09-28,2011-09-27,14,68,Fog,
02108,07:29:42.0000000,2011-09-28,2011-09-27,17,68,Partly Cloudy,
02108,07:29:42.0000000,2011-09-28,2011-09-27,20,67,Mostly Cloudy,
02108,07:29:42.0000000,2011-09-28,2011-09-27,23,67,Partly Cloudy,
02108,08:44:15.0000000,2011-09-29,2011-09-28,2,61,Clear,
02108,08:44:15.0000000,2011-09-29,2011-09-28,5,59,Clear,
02108,08:44:15.0000000,2011-09-29,2011-09-28,8,59,Fair,
02108,08:44:15.0000000,2011-09-29,2011-09-28,11,70,Fair,
02108,08:44:15.0000000,2011-09-29,2011-09-28,14,76,Partly Cloudy,
02108,08:44:15.0000000,2011-09-29,2011-09-28,17,74,Partly Cloudy,
02108,08:44:15.0000000,2011-09-29,2011-09-28,20,68,Mostly Cloudy,
02108,08:44:15.0000000,2011-09-29,2011-09-28,23,66,Mostly Cloudy,
02108,11:11:47.0000000,2011-09-30,2011-09-29,2,63,Light Rain,
02108,11:11:47.0000000,2011-09-30,2011-09-29,5,65,Cloudy,
02108,11:11:47.0000000,2011-09-30,2011-09-29,8,64,Light Rain,
02108,11:11:47.0000000,2011-09-30,2011-09-29,11,65,Fog,
02108,11:11:47.0000000,2011-09-30,2011-09-29,14,66,Cloudy,
02108,11:11:47.0000000,2011-09-30,2011-09-29,17,66,Cloudy,
02108,11:11:47.0000000,2011-09-30,2011-09-29,20,65,Cloudy,
02108,11:11:47.0000000,2011-09-30,2011-09-29,23,59,Cloudy,
02108,06:28:47.0000000,2011-10-01,2011-09-30,2,60,Cloudy,
02108,06:28:47.0000000,2011-10-01,2011-09-30,5,61,Fog,
02108,06:28:47.0000000,2011-10-01,2011-09-30,8,61,Mostly Cloudy,
02108,06:28:47.0000000,2011-10-01,2011-09-30,11,62,Cloudy,
02108,06:28:47.0000000,2011-10-01,2011-09-30,14,65,Cloudy,
02108,06:28:47.0000000,2011-10-01,2011-09-30,17,62,Cloudy,
02108,06:28:47.0000000,2011-10-01,2011-09-30,20,62,Mostly Cloudy,
02108,06:28:47.0000000,2011-10-01,2011-09-30,23,61,Cloudy,
02108,06:28:04.0000000,2011-10-02,2011-10-01,2,58,Partly Cloudy,
02108,06:28:04.0000000,2011-10-02,2011-10-01,5,57,Fog,
02108,06:28:04.0000000,2011-10-02,2011-10-01,8,57,Light Rain,
02108,06:28:04.0000000,2011-10-02,2011-10-01,11,65,Mostly Cloudy,
02108,06:28:04.0000000,2011-10-02,2011-10-01,14,67,Partly Cloudy,
02108,06:28:04.0000000,2011-10-02,2011-10-01,17,64,Mostly Cloudy,
02108,06:28:04.0000000,2011-10-02,2011-10-01,20,62,Light Rain,
02108,06:28:04.0000000,2011-10-02,2011-10-01,23,60,Mostly Cloudy,
02108,07:28:55.0000000,2011-10-03,2011-10-02,2,59,Light Rain,
02108,07:28:55.0000000,2011-10-03,2011-10-02,5,57,Light Rain,
02108,07:28:55.0000000,2011-10-03,2011-10-02,8,56,Mostly Cloudy,
02108,07:28:55.0000000,2011-10-03,2011-10-02,11,61,Cloudy,
02108,07:28:55.0000000,2011-10-03,2011-10-02,14,67,Partly Cloudy,
02108,07:28:55.0000000,2011-10-03,2011-10-02,17,62,Light Rain,
02108,07:28:55.0000000,2011-10-03,2011-10-02,20,61,Cloudy,
02108,07:28:55.0000000,2011-10-03,2011-10-02,23,60,Light Drizzle,
02108,06:31:08.0000000,2011-10-04,2011-10-03,2,45,45,
02108,06:31:08.0000000,2011-10-04,2011-10-03,5,43,43,
02108,06:31:08.0000000,2011-10-04,2011-10-03,8,43,43,
02108,06:31:08.0000000,2011-10-04,2011-10-03,11,54,54,
02108,06:31:08.0000000,2011-10-04,2011-10-03,14,59,59,
02108,06:31:08.0000000,2011-10-04,2011-10-03,17,58,58,
02108,06:31:08.0000000,2011-10-04,2011-10-03,20,56,56,
02108,06:31:08.0000000,2011-10-04,2011-10-03,23,50,50,
02108,06:21:39.0000000,2011-10-05,2011-10-04,2,51,Fair,
02108,06:21:39.0000000,2011-10-05,2011-10-04,5,49,Clear,
02108,06:21:39.0000000,2011-10-05,2011-10-04,8,49,Sunny,
02108,06:21:39.0000000,2011-10-05,2011-10-04,11,56,Partly Cloudy,
02108,06:21:39.0000000,2011-10-05,2011-10-04,14,63,Fair,
02108,06:21:39.0000000,2011-10-05,2011-10-04,17,64,Sunny,
02108,06:21:39.0000000,2011-10-05,2011-10-04,20,59,Clear,
02108,06:21:39.0000000,2011-10-05,2011-10-04,23,52,Fair,
02108,12:13:37.0000000,2011-10-06,2011-10-05,2,48,Clear,
02108,12:13:37.0000000,2011-10-06,2011-10-05,5,48,Partly Cloudy,
02108,12:13:37.0000000,2011-10-06,2011-10-05,8,49,Mostly Cloudy,
02108,12:13:37.0000000,2011-10-06,2011-10-05,11,57,Partly Cloudy,
02108,12:13:37.0000000,2011-10-06,2011-10-05,14,59,Mostly Cloudy,
02108,12:13:37.0000000,2011-10-06,2011-10-05,17,60,Fair,
02108,12:13:37.0000000,2011-10-06,2011-10-05,20,59,Fair,
02108,12:13:37.0000000,2011-10-06,2011-10-05,23,56,Clear,
02108,11:20:30.0000000,2011-10-07,2011-10-06,2,56,Clear,
02108,11:20:30.0000000,2011-10-07,2011-10-06,5,57,Clear,
02108,11:20:30.0000000,2011-10-07,2011-10-06,8,60,Sunny,
02108,11:20:30.0000000,2011-10-07,2011-10-06,11,73,Sunny,
02108,11:20:30.0000000,2011-10-07,2011-10-06,14,81,Sunny,
02108,11:20:30.0000000,2011-10-07,2011-10-06,17,81,Fair,
02108,11:20:30.0000000,2011-10-07,2011-10-06,20,75,Clear,
02108,11:20:30.0000000,2011-10-07,2011-10-06,23,71,Clear,
02108,08:25:17.0000000,2011-10-08,2011-10-07,2,69,Clear,
02108,08:25:17.0000000,2011-10-08,2011-10-07,5,67,Clear,
02108,08:25:17.0000000,2011-10-08,2011-10-07,8,67,Fair,
02108,08:25:17.0000000,2011-10-08,2011-10-07,11,80,Fair,
02108,08:25:17.0000000,2011-10-08,2011-10-07,14,86,Fair,
02108,08:25:17.0000000,2011-10-08,2011-10-07,17,85,Fair,
02108,08:25:17.0000000,2011-10-08,2011-10-07,20,79,Fair,
02108,08:25:17.0000000,2011-10-08,2011-10-07,23,73,Clear,
02108,06:23:40.0000000,2011-10-09,2011-10-08,2,69,Clear,
02108,06:23:40.0000000,2011-10-09,2011-10-08,5,66,Clear,
02108,06:23:40.0000000,2011-10-09,2011-10-08,8,67,Sunny,
02108,06:23:40.0000000,2011-10-09,2011-10-08,11,79,Fair,
02108,06:23:40.0000000,2011-10-09,2011-10-08,14,85,Fair,
02108,06:23:40.0000000,2011-10-09,2011-10-08,17,83,Fair,
02108,06:23:40.0000000,2011-10-09,2011-10-08,20,77,Partly Cloudy,
02108,06:23:40.0000000,2011-10-09,2011-10-08,23,71,Partly Cloudy,
02108,16:36:20.0000000,2011-10-10,2011-10-09,2,63,Mostly Cloudy,
02108,16:36:20.0000000,2011-10-10,2011-10-09,5,61,Mostly Cloudy,
02108,16:36:20.0000000,2011-10-10,2011-10-09,8,60,Mostly Cloudy,
02108,16:36:20.0000000,2011-10-10,2011-10-09,11,64,Mostly Cloudy,
02108,16:36:20.0000000,2011-10-10,2011-10-09,14,65,Mostly Cloudy,
02108,16:36:20.0000000,2011-10-10,2011-10-09,17,61,Mostly Cloudy,
02108,16:36:20.0000000,2011-10-10,2011-10-09,20,59,Partly Cloudy,
02108,16:36:20.0000000,2011-10-10,2011-10-09,23,59,Cloudy,
02108,06:29:18.0000000,2011-10-11,2011-10-10,2,58,Cloudy,
02108,06:29:18.0000000,2011-10-11,2011-10-10,5,58,Cloudy,
02108,06:29:18.0000000,2011-10-11,2011-10-10,8,57,Mostly Cloudy,
02108,06:29:18.0000000,2011-10-11,2011-10-10,11,61,Mostly Cloudy,
02108,06:29:18.0000000,2011-10-11,2011-10-10,14,61,Cloudy,
02108,06:29:18.0000000,2011-10-11,2011-10-10,17,60,Cloudy,
02108,06:29:18.0000000,2011-10-11,2011-10-10,20,61,Cloudy,
02108,06:29:18.0000000,2011-10-11,2011-10-10,23,60,Light Rain,
02108,23:52:26.0000000,2011-10-12,2011-10-11,2,59,Light Rain,
02108,23:52:26.0000000,2011-10-12,2011-10-11,5,60,Light Rain,
02108,23:52:26.0000000,2011-10-12,2011-10-11,8,60,Heavy Rain,
02108,23:52:26.0000000,2011-10-12,2011-10-11,11,61,Light Rain,
02108,23:52:26.0000000,2011-10-12,2011-10-11,14,63,Light Drizzle,
02108,23:52:26.0000000,2011-10-12,2011-10-11,17,61,Cloudy,
02108,23:52:26.0000000,2011-10-12,2011-10-11,20,60,Light Drizzle,
02108,23:52:26.0000000,2011-10-12,2011-10-11,23,59,Fog,
02108,10:41:05.0000000,2011-10-13,2011-10-12,2,59,Fog,
02108,10:41:05.0000000,2011-10-13,2011-10-12,5,59,Fog,
02108,10:41:05.0000000,2011-10-13,2011-10-12,8,59,Fog,
02108,10:41:05.0000000,2011-10-13,2011-10-12,11,63,Fog,
02108,10:41:05.0000000,2011-10-13,2011-10-12,14,64,Fog,
02108,10:41:05.0000000,2011-10-13,2011-10-12,17,65,Cloudy,
02108,10:41:05.0000000,2011-10-13,2011-10-12,20,66,Mostly Cloudy,
02108,10:41:05.0000000,2011-10-13,2011-10-12,23,64,Mostly Cloudy,
02108,09:30:59.0000000,2011-10-14,2011-10-13,2,62,Partly Cloudy,
02108,09:30:59.0000000,2011-10-14,2011-10-13,5,58,Fair,
02108,09:30:59.0000000,2011-10-14,2011-10-13,8,57,Sunny,
02108,09:30:59.0000000,2011-10-14,2011-10-13,11,64,Sunny,
02108,09:30:59.0000000,2011-10-14,2011-10-13,14,66,Mostly Cloudy and Windy,
02108,09:30:59.0000000,2011-10-14,2011-10-13,17,63,Mostly Cloudy,
02108,09:30:59.0000000,2011-10-14,2011-10-13,20,61,Fair,
02108,09:30:59.0000000,2011-10-14,2011-10-13,23,61,Fair and Windy,
02108,19:32:22.0000000,2011-10-15,2011-10-14,2,58,Partly Cloudy,
02108,19:32:22.0000000,2011-10-15,2011-10-14,5,56,Mostly Cloudy,
02108,19:32:22.0000000,2011-10-15,2011-10-14,8,55,Partly Cloudy,
02108,19:32:22.0000000,2011-10-15,2011-10-14,11,63,Partly Cloudy and Windy,
02108,19:32:22.0000000,2011-10-15,2011-10-14,14,64,Mostly Cloudy,
02108,19:32:22.0000000,2011-10-15,2011-10-14,17,64,Partly Cloudy,
02108,19:32:22.0000000,2011-10-15,2011-10-14,20,60,Mostly Cloudy,
02108,19:32:22.0000000,2011-10-15,2011-10-14,23,62,Mostly Cloudy,
02108,06:28:20.0000000,2011-10-16,2011-10-15,2,63,Light Rain,
02108,06:28:20.0000000,2011-10-16,2011-10-15,5,62,Mostly Cloudy,
02108,06:28:20.0000000,2011-10-16,2011-10-15,8,57,Partly Cloudy,
02108,06:28:20.0000000,2011-10-16,2011-10-15,11,63,Partly Cloudy and Windy,
02108,06:28:20.0000000,2011-10-16,2011-10-15,14,65,Partly Cloudy and Windy,
02108,06:28:20.0000000,2011-10-16,2011-10-15,17,65,Partly Cloudy,
02108,06:28:20.0000000,2011-10-16,2011-10-15,20,59,Clear,
02108,06:28:20.0000000,2011-10-16,2011-10-15,23,57,Clear,
02108,20:50:55.0000000,2011-10-17,2011-10-16,2,59,Clear,
02108,20:50:55.0000000,2011-10-17,2011-10-16,5,56,Partly Cloudy,
02108,20:50:55.0000000,2011-10-17,2011-10-16,8,58,Cloudy,
02108,20:50:55.0000000,2011-10-17,2011-10-16,11,61,Cloudy,
02108,20:50:55.0000000,2011-10-17,2011-10-16,14,66,Mostly Cloudy,
02108,20:50:55.0000000,2011-10-17,2011-10-16,17,63,Partly Cloudy,
02108,20:50:55.0000000,2011-10-17,2011-10-16,20,59,Partly Cloudy,
02108,20:50:55.0000000,2011-10-17,2011-10-16,23,57,Mostly Cloudy,
02108,06:35:24.0000000,2011-10-18,2011-10-17,2,56,Cloudy,
02108,06:35:24.0000000,2011-10-18,2011-10-17,5,56,Cloudy,
02108,06:35:24.0000000,2011-10-18,2011-10-17,8,59,Cloudy,
02108,06:35:24.0000000,2011-10-18,2011-10-17,11,58,Light Rain,
02108,06:35:24.0000000,2011-10-18,2011-10-17,14,56,Light Rain,
02108,01:23:41.0000000,2011-11-10,2011-11-09,19,44,Clear,
02108,01:23:41.0000000,2011-11-10,2011-11-09,22,42,Fair,
02108,10:06:42.0000000,2011-11-11,2011-11-10,1,41,Fair,
02108,10:06:42.0000000,2011-11-11,2011-11-10,4,40,Clear,
02108,10:06:42.0000000,2011-11-11,2011-11-10,7,37,Sunny,
02108,10:06:42.0000000,2011-11-11,2011-11-10,10,46,Partly Cloudy,
02108,10:06:42.0000000,2011-11-11,2011-11-10,13,53,Mostly Cloudy,
02108,10:06:42.0000000,2011-11-11,2011-11-10,16,51,Fair and Windy,
02108,10:06:42.0000000,2011-11-11,2011-11-10,19,49,Clear,
02108,10:06:42.0000000,2011-11-11,2011-11-10,22,45,Clear,
02108,00:28:38.0000000,2011-11-12,2011-11-11,1,44,Mostly Cloudy,
02108,00:28:38.0000000,2011-11-12,2011-11-11,4,46,Clear,
02108,00:28:38.0000000,2011-11-12,2011-11-11,7,44,Partly Cloudy,
02108,00:28:38.0000000,2011-11-12,2011-11-11,10,55,Mostly Cloudy,
02108,00:28:38.0000000,2011-11-12,2011-11-11,13,62,Mostly Cloudy,
02108,00:28:38.0000000,2011-11-12,2011-11-11,16,58,Cloudy,
02108,00:28:38.0000000,2011-11-12,2011-11-11,19,55,Cloudy,
02108,00:28:38.0000000,2011-11-12,2011-11-11,22,54,Mostly Cloudy,
02108,06:29:17.0000000,2011-11-13,2011-11-12,1,56,Cloudy,
02108,06:29:17.0000000,2011-11-13,2011-11-12,4,56,Partly Cloudy,
02108,06:29:17.0000000,2011-11-13,2011-11-12,7,55,Partly Cloudy,
02108,06:29:17.0000000,2011-11-13,2011-11-12,10,62,Fair,
02108,06:29:17.0000000,2011-11-13,2011-11-12,13,65,Cloudy,
02108,06:29:17.0000000,2011-11-13,2011-11-12,16,62,Cloudy,
02108,06:29:17.0000000,2011-11-13,2011-11-12,19,59,Mostly Cloudy,
02108,06:29:17.0000000,2011-11-13,2011-11-12,22,57,Partly Cloudy,
02108,15:30:07.0000000,2011-11-14,2011-11-13,1,60,Mostly Cloudy,
02108,15:30:07.0000000,2011-11-14,2011-11-13,4,60,Mostly Cloudy,
02108,15:30:07.0000000,2011-11-14,2011-11-13,7,59,Mostly Cloudy,
02108,15:30:07.0000000,2011-11-14,2011-11-13,10,64,Mostly Cloudy,
02108,15:30:07.0000000,2011-11-14,2011-11-13,13,66,Cloudy,
02108,15:30:07.0000000,2011-11-14,2011-11-13,16,63,Mostly Cloudy,
02108,15:30:07.0000000,2011-11-14,2011-11-13,19,62,Mostly Cloudy,
